ID,FINE_ART_Scholarship _19/FAL,CLASS_19/FAL,ALTCUM_GPA_19_FAL,FINE_ARTS_Scholarship _19/FAL,MAJOR_FIXED_19/FAL,RETURN_BIN_19/FAL,Role_19/FAL,SPORT_19/FAL,Sport_19/FAL,FINE_ART_Scholarship _20/SPR,CLASS_20/SPR,ALTCUM_GPA_20/SPR,FINE_ARTS_Scholarship _20/SPR,MAJOR_FIXED_20/SPR,RETURN_BIN_20/SPR,Role_20/SPR,SPORT_20/SPR,Sport_20/SPR,FINE_ART_Scholarship _20/FAL,CLASS_20/FAL,ALTCUM_GPA_20/FAL,FINE_ARTS_Scholarship _20/FAL,MAJOR_FIXED_20/FAL,RETURN_BIN_20/FAL,Role_20/FAL,SPORT_20/FAL,Sport_20/FAL,FINE_ART_Scholarship _21/SPR,CLASS_21/SPR,ALTCUM_GPA_21/SPR,FINE_ARTS_Scholarship _21/SPR,MAJOR_FIXED_21/SPR,RETURN_BIN_21/SPR,Role_21/SPR,SPORT_21/SPR,Sport_21/SPR,FINE_ART_Scholarship _21/FAL,CLASS_21/FAL,ALTCUM_GPA_21/FAL,FINE_ARTS_Scholarship _21/FAL,MAJOR_FIXED_21/FAL,RETURN_BIN_21/FAL,Role_21/FAL,SPORT_21/FAL,Sport_21/FAL,FINE_ART_Scholarship _22/SPR,CLASS_22/SPR,ALTCUM_GPA_22/SPR,FINE_ARTS_Scholarship _22/SPR,MAJOR_FIXED_22/SPR,RETURN_BIN_22/SPR,Role_22/SPR,SPORT_22/SPR,Sport_22/SPR,FINE_ART_Scholarship _22/FAL,CLASS_22/FAL,ALTCUM_GPA_22/FAL,FINE_ARTS_Scholarship _22/FAL,MAJOR_FIXED_22/FAL,RETURN_BIN_22/FAL,Role_22/FAL,SPORT_22/FAL,Sport_22/FAL,FINE_ART_Scholarship _23/SPR,CLASS_23/SPR,ALTCUM_GPA_23/SPR,FINE_ARTS_Scholarship _23/SPR,MAJOR_FIXED_23/SPR,RETURN_BIN_23/SPR,Role_23/SPR,SPORT_23/SPR,Sport_23/SPR,FINE_ART_Scholarship _23/FAL,CLASS_23/FAL,ALTCUM_GPA_23/FAL,FINE_ARTS_Scholarship _23/FAL,MAJOR_FIXED_23/FAL,RETURN_BIN_23/FAL,Role_23/FAL,SPORT_23/FAL,Sport_23/FAL,FINE_ART_Scholarship _24/SPR,CLASS_24/SPR,ALTCUM_GPA_24/SPR,FINE_ARTS_Scholarship _24/SPR,MAJOR_FIXED_24/SPR,RETURN_BIN_24/SPR,Role_24/SPR,SPORT_24/SPR,Sport_24/SPR,FINE_ART_Scholarship _24/FAL,CLASS_24/FAL,ALTCUM_GPA_24/FAL,FINE_ARTS_Scholarship _24/FAL,MAJOR_FIXED_24/FAL,RETURN_BIN_24/FAL,Role_24/FAL,SPORT_24/FAL,Sport_24/FAL,FINE_ART_Scholarship _25/SPR,CLASS_25/SPR,ALTCUM_GPA_25/SPR,FINE_ARTS_Scholarship _25/SPR,MAJOR_FIXED_25/SPR,RETURN_BIN_25/SPR,Role_25/SPR,SPORT_25/SPR,Sport_25/SPR,ETHNICITY,RACE,RACE2,RACE3,GENDER,BIRTH_DATE,START_TERM,FIRST_GEN,RETURN?,RETURN_BIN,CONDITIONAL_ADMITS,PELL,ADMIT_STATUS,STA_FED_COHORT_GROUP,STATE,GRADS,PRIMARY_MAJOR,Membrshp Start Dt,Membrshp End Dt,years_org,SPORT_COUNT,INSTATE,RETENTION_BIN,INSTATE_BIN,PERSISTANCE_SO_JR_BIN,PERSISTANCE_JR_SR_BIN,ETHNICITY_BIN,RACE_BIN,GENDER_BIN,CONDITIONAL_ADMITS_BIN,FOOTBALL_BIN,FINAL_GPA
288823,NO,JR,3.985,,ECO,0,,,,,SR,3.674,NO,ECO,0,,,,,SR,3.642,NO,ECO,0,,,,,SR,3.643,NO,ECO,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NHS,WH,,,M,12/21/1998,17/FAL,NO,Graduated,0,NO,NO,FR,17-18,NE,YES,ECO,,,,0,In State,0,0,0,1,0,0,0,0,0,3.643
290913,NO,SO,2.576,,UND,0,Member,AMIT,M Indoor Track,,SO,2.171,NO,UND,0,Member,AMIT,M Indoor Track,,JR,2.238,NO,BUS,0,Member,AMIT,M Indoor Track,,JR,2.459,NO,BUS,0,Member,AMIT,M Indoor Track,,SR,2.47,NO,BUS,1,Member,AMIT,M Indoor Track,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NHS,AN,WH,,M,11/6/1999,18/FAL,NO,Graduated,0,NO,NO,FR,18-19,NE,YES,BUS,11/1/2021,5/1/2022,0.5,1,In State,0,0,1,1,0,0,0,0,0,2.47
290970,NO,SR,3.691,,MTH,0,,,,,SR,3.732,NO,MTH,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HIS,WH,,,F,10/1/1997,16/FAL,NO,Graduated,0,NO,NO,FR,16-17,CO,YES,MTH,,,,0,Out of State,0,1,0,0,1,0,1,0,0,3.732
291855,NO,SR,2.945,,BUS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NHS,WH,,,F,9/17/1997,16/FAL,NO,Graduated,0,NO,NO,FR,16-17,NE,YES,,,,,0,In State,0,0,0,0,0,0,1,0,0,2.945
295619,YES,FR,0,,UND,0,Varsity,ASGS,Shotgun Sports,,SO,3.807,YES,PSY,0,Varsity,ASGS,Shotgun Sports,,SO,3.772,YES,PSY,0,Varsity,ASGS,Shotgun Sports,,JR,3.789,YES,PSY,0,Varsity,ASGS,Shotgun Sports,,JR,3.634,YES,PSY,0,Varsity,ASGS,Shotgun Sports,,SR,3.579,YES,PSY,0,Varsity,ASGS,Shotgun Sports,,SR,3.47,YES,PSY,1,Varsity,ASGS,Shotgun Sports,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NHS,WH,,,M,4/2/2000,19/FAL,NO,Graduated,0,NO,NO,NT,19-20,NE,YES,PSY,9/1/2019,6/1/2023,3.75,1,In State,1,0,1,1,0,0,0,0,0,3.47
295741,NO,FR,0,,UND,0,Varsity,AWBB,W Basketball,,FR,3.553,NO,ELED,0,Varsity,AWBB,W Basketball,,SO,3.477,NO,ELED,0,Varsity,AWBB,W Basketball,,SO,3.647,NO,ELED,0,Varsity,AWBB,W Basketball,,JR,3.688,NO,ELED,0,Varsity,AWBB,W Basketball,,SR,3.744,NO,ELED,0,Varsity,AWBB,W Basketball,,SR,3.733,NO,ELED,0,Varsity,AWBB,W Basketball,,SR,3.774,NO,ELED,1,Varsity,AWBB,W Basketball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NHS,WH,,,F,5/20/2000,19/FAL,NO,Graduated,0,NO,NO,FR,19-20,NE,YES,ELED,8/1/2019,5/1/2021,1.75,1,In State,1,0,1,1,0,0,1,0,0,3.774
295777,NO,FR,0,,UND,0,Varsity,AWTR,W Outdoor Track,,SO,3.415,NO,UND,0,Varsity,AWTR,W Outdoor Track,,SO,3.446,NO,UND,0,Varsity,AWTR,W Outdoor Track,,JR,3.6,NO,HSI,0,Varsity,AWTR,W Outdoor Track,,JR,3.711,NO,HSI,0,Varsity,AWTR,W Outdoor Track,,SR,3.708,NO,EXSCI,0,Varsity,AWTR,W Outdoor Track,,SR,3.744,NO,EXSCI,0,Varsity,AWTR,W Outdoor Track,,SR,3.768,NO,EXSCI,1,Varsity,AWTR,W Outdoor Track,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NHS,WH,,,F,5/31/2001,19/FAL,NO,Graduated,0,NO,NO,FR,19-20,NE,YES,EXSCI,1/1/2020,5/1/2024,4.33,1,In State,1,0,1,1,0,0,1,0,0,3.768
300308,NO,SO,3.636,,ECO,0,Varsity,AWBB,W Basketball,,JR,3.569,NO,ECO,0,Varsity,AWBB,W Basketball,,JR,3.643,NO,ECO,0,Varsity,AWBB,W Basketball,,SR,3.685,NO,ECO,0,Varsity,AWBB,W Basketball,,SR,3.672,NO,ECO,1,Varsity,AWBB,W Basketball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NHS,WH,,,F,3/30/2000,18/FAL,NO,Graduated,0,NO,YES,FR,18-19,NE,YES,ECO,8/1/2018,5/1/2019,0.75,1,In State,0,0,1,1,0,0,1,0,0,3.672
300494,NO,FR,0,,UND,0,Varsity,AFBA,Football,,FR,3.327,NO,EGR,0,Varsity,AFBA,Football,,SO,3.244,NO,EGR,0,Varsity,AFBA,Football,,SO,2.977,NO,EGR,0,Varsity,AFBA,Football,,JR,3.128,NO,EGR,0,Varsity,AFBA,Football,,JR,3.193,NO,EGR,0,Varsity,AFBA,Football,,SR,3.058,NO,EGR,0,Varsity,AFBA,Football,,SR,3.121,NO,EGR,1,Varsity,AFBA,Football,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NHS,WH,,,M,3/1/2001,19/FAL,NO,Graduated,0,NO,NO,FR,19-20,NE,YES,EGR,8/1/2019,6/1/2023,3.84,1,In State,1,0,1,1,0,0,0,0,1,3.121
300576,NO,SO,2.877,,ELED,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HIS,,,,F,9/13/1999,18/FAL,NO,Left,1,NO,NO,FR,18-19,CO,,,,,,0,Out of State,0,1,0,0,1,1,1,0,0,2.877
300625,NO,JR,3.797,,BMEGR,0,,,,,SR,3.771,NO,BMEGR,0,,,,,SR,3.808,YES,BMEGR,0,,,,,SR,3.826,YES,BMEGR,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NHS,AS,WH,,F,9/26/1999,17/FAL,NO,Graduated,0,NO,NO,FR,17-18,CA,YES,BMEGR,,,,0,Out of State,0,1,0,1,0,0,1,0,0,3.826
302075,YES,FR,0,,UND,0,Varsity,ASGS,Shotgun Sports,,FR,4,YES,BUS,0,Varsity,ASGS,Shotgun Sports,,SO,3.87,YES,ACC,0,Varsity,ASGS,Shotgun Sports,,SO,3.834,YES,ACC,0,Varsity,ASGS,Shotgun Sports,,JR,3.864,YES,ACC,0,Varsity,ASGS,Shotgun Sports,,SR,3.881,YES,ACC,0,Varsity,ASGS,Shotgun Sports,,SR,3.817,YES,ACC,0,Varsity,ASGS,Shotgun Sports,,SR,3.837,YES,ACC,1,Varsity,ASGS,Shotgun Sports,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NHS,WH,,,M,1/12/2001,19/FAL,NO,Graduated,0,NO,NO,FR,19-20,NE,YES,ACC,9/1/2019,6/1/2023,3.75,1,In State,1,0,1,1,0,0,0,0,0,3.837
302145,NO,SO,3.824,,HHP,0,,,,,SO,3.545,NO,HHP,0,,,,,JR,3.567,NO,PEHTH,0,,,,,JR,3.362,NO,PEHTH,0,,,,,SR,3.415,NO,PEHTH,0,,,,,SR,3.507,NO,PEHTH,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NHS,WH,,,F,2/9/2000,18/FAL,NO,Graduated,0,NO,NO,FR,18-19,NE,YES,PEHTH,,,,0,In State,0,0,1,1,0,0,1,0,0,3.507
302262,NO,SR,3.816,,EVS,0,Varsity,AMIT,M Indoor Track,,SR,3.843,NO,EVS,1,Varsity,AMIT,M Indoor Track,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NHS,WH,,,M,3/14/1998,16/FAL,NO,Graduated,0,NO,NO,FR,16-17,NE,YES,EVS,1/1/2017,5/1/2020,3.33,1,In State,0,0,0,0,0,0,0,0,0,3.843
302502,YES,FR,0,,UND,0,,,,,FR,3.294,YES,CSI,0,,,,,SO,3.341,YES,CSI,0,,,,,SO,3.224,YES,CSI,0,,,,,JR,2.973,YES,CSI,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NHS,WH,,,M,5/26/2001,19/FAL,NO,Left,1,NO,NO,FR,19-20,NE,,CSI,,,,0,In State,1,0,1,0,0,0,0,0,0,2.973
303041,NO,FR,0,,UND,0,Varsity,ATEN,M Tennis,,FR,3,NO,BUS,0,Varsity,ATEN,M Tennis,,SO,3.04,NO,BUS,0,Varsity,ATEN,M Tennis,,SO,3.076,NO,BUS,0,Varsity,ATEN,M Tennis,,JR,3.126,NO,BUS,0,Varsity,ATEN,M Tennis,,JR,3.157,NO,BUS,0,Varsity,ATEN,M Tennis,,SR,3.214,NO,BUS,0,Varsity,ATEN,M Tennis,,SR,3.244,NO,BUS,1,Varsity,ATEN,M Tennis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NHS,WH,,,M,11/16/2000,19/FAL,NO,Graduated,0,NO,NO,FR,19-20,NE,YES,BUS,8/1/2019,6/1/2023,3.84,1,In State,1,0,1,1,0,0,0,0,0,3.244
303574,NO,JR,3.886,,CHM,0,,,,,JR,3.74,NO,CHM,0,,,,,SR,3.7,NO,CHM,0,,,,,SR,3.651,NO,BIOCM,0,,,,,SR,3.688,NO,BIOCM,0,,,,,SR,3.706,NO,BIOCM,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NHS,WH,,,M,4/2/2000,18/FAL,NO,Graduated,0,NO,NO,FR,18-19,NE,YES,BIOCM,,,,0,In State,0,0,0,1,0,0,0,0,0,3.706
305098,NO,SR,3.572,,BIO,0,Varsity,ABSA,Baseball,,SR,3.609,NO,BIO,0,Varsity,ABSA,Baseball,,SR,3.67,NO,BIO,0,Varsity,ABSA,Baseball,,SR,3.72,NO,BIO,1,Varsity,ABSA,Baseball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NHS,WH,,,M,11/28/1998,17/FAL,NO,Graduated,0,NO,NO,FR,17-18,NE,YES,BIO,8/1/2017,5/1/2022,4.75,1,In State,0,0,0,0,0,0,0,0,0,3.72
306120,NO,FR,0,,UND,0,Member,ASBL,Softball,,FR,1.933,NO,UND,1,Member,ASBL,Softball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NHS,WH,,,F,1/9/2001,19/FAL,YES,Left,1,NO,NO,FR,19-20,NE,,UND,8/1/2019,2/20/2020,0.56,1,In State,0,0,0,0,0,0,1,0,0,1.933
306896,NO,SR,3.82,,ELED,0,Varsity,AWTR,W Outdoor Track,,SR,3.842,NO,ELED,1,Varsity,AWTR,W Outdoor Track,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NHS,WH,,,F,6/1/1998,16/FAL,NO,Graduated,0,NO,NO,FR,16-17,NE,YES,ELED,3/1/2017,5/1/2020,3.17,1,In State,0,0,0,0,0,0,1,0,0,3.842
306922,NO,FR,0,,UND,0,Varsity,ABSA,Baseball,,SO,3.636,NO,UND,0,Varsity,ABSA,Baseball,,SO,3.596,NO,UND,0,Varsity,ABSA,Baseball,,JR,3.426,NO,UND,0,Varsity,ABSA,Baseball,,JR,3.365,NO,UND,0,Varsity,ABSA,Baseball,,SR,3.341,NO,UND,0,Varsity,ABSA,Baseball,,SR,3.438,NO,HSI,0,Varsity,ABSA,Baseball,,SR,3.466,NO,HSI,1,Varsity,ABSA,Baseball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NHS,WH,,,M,9/13/2000,19/FAL,NO,Graduated,0,NO,YES,FR,19-20,NE,YES,HSI,9/1/2019,6/1/2023,3.75,1,In State,1,0,1,1,0,0,0,0,0,3.466
308161,NO,SO,3.4,,ELED,0,Varsity,AGOF,WGolf,,SO,3.553,NO,ELED,0,Varsity,AGOF,WGolf,,JR,3.609,NO,ELED,0,Varsity,AGOF,WGolf,,JR,3.674,NO,ELED,0,Varsity,AGOF,WGolf,,SR,3.712,NO,ELED,0,Varsity,AGOF,WGolf,,SR,3.747,NO,ELED,1,Varsity,AGOF,WGolf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NHS,WH,,,F,1/28/2000,18/FAL,NO,Graduated,0,NO,YES,FR,18-19,NE,YES,ELED,8/1/2018,5/1/2022,3.75,1,In State,0,0,1,1,0,0,1,0,0,3.747
308373,NO,SO,3.087,,UND,0,Member,STDS,Dance Squad,,SO,3.223,NO,PSY,0,Member,STDS,Dance Squad,,JR,3.18,NO,PSY,0,Member,STDS,Dance Squad,,JR,3.147,NO,PSY,0,Member,STDS,Dance Squad,,JR,2.952,NO,PSY,0,Member,STDS,Dance Squad,,SR,2.939,NO,PSY,1,Member,STDS,Dance Squad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NHS,WH,,,F,6/16/2000,18/FAL,NO,Graduated,0,NO,NO,FR,18-19,NE,YES,PSY,8/1/2018,5/1/2020,1.75,1,In State,0,0,1,1,0,0,1,0,0,2.939
308430,NO,SR,3.57,,HSC,0,,,,,SR,3.592,NO,HSC,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NHS,WH,,,F,7/1/1997,16/FAL,NO,Graduated,0,NO,NO,FR,16-17,NE,YES,HSC,,,,0,In State,0,0,0,0,0,0,1,0,0,3.592
308470,NO,JR,2.682,,SOC,0,Varsity,AMIT,M Indoor Track,,JR,2.572,NO,SOC,0,Varsity,AMIT,M Indoor Track,,SR,2.505,NO,SOC,0,Varsity,AMIT,M Indoor Track,,SR,2.188,NO,SOC,0,Varsity,AMIT,M Indoor Track,,SR,2.359,NO,SOC,0,Varsity,AMIT,M Indoor Track,,SR,2.588,NO,SOC,1,Varsity,AMIT,M Indoor Track,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NHS,WH,,,M,8/16/1998,17/FAL,NO,Graduated,0,NO,NO,FR,17-18,NE,YES,SOC,9/1/2021,5/1/2022,0.66,1,In State,0,0,0,1,0,0,0,0,0,2.588
309141,NO,JR,3.385,,GRD,0,,,,,JR,3.449,NO,GRD,0,,,,,SR,3.531,YES,GRD,0,,,,,SR,3.596,YES,GRD,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NHS,WH,,,F,1/6/1999,17/FAL,NO,Graduated,0,NO,NO,FR,17-18,NE,YES,GRD,,,,0,In State,0,0,0,1,0,0,1,0,0,3.596
309447,NO,SR,3.722,,ELED,0,Member,ATEN,M Tennis,,SR,3.695,NO,ELED,0,Member,ATEN,M Tennis,,SR,3.675,YES,ELED,0,Member,ATEN,M Tennis,,SR,3.709,YES,ELED,1,Member,ATEN,M Tennis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NHS,WH,,,M,9/2/1998,17/FAL,NO,Graduated,0,NO,NO,FR,17-18,NE,YES,ELED,8/1/2017,5/1/2021,3.75,1,In State,0,0,0,0,0,0,0,0,0,3.709
312075,NO,FR,0,,UND,0,,,,,SO,3.4,NO,IST,0,,,,,SO,3.5,NO,IST,0,,,,,JR,3.62,NO,IST,0,,,,,JR,3.7,NO,IST,0,,,,,SR,3.75,NO,IST,0,,,,,SR,3.749,NO,IST,0,,,,,SR,3.773,NO,IST,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NHS,WH,,,M,8/11/2001,19/FAL,NO,Graduated,0,NO,NO,FR,19-20,NE,YES,IST,,,,0,In State,1,0,1,1,0,0,0,0,0,3.773
312136,NO,FR,0,,UND,0,,,,,FR,3.506,NO,ELED,0,,,,,SO,3.642,NO,ELED,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NHS,WH,,,F,8/31/2001,19/FAL,NO,Left,1,NO,NO,FR,19-20,NE,,ELED,,,,0,In State,1,0,0,0,0,0,1,0,0,3.642
312138,NO,SO,2.9,,UND,0,Varsity,ABSA,Baseball,,SO,2.98,NO,UND,0,Varsity,ABSA,Baseball,,JR,3.048,NO,BUS,0,Varsity,ABSA,Baseball,,JR,3.067,NO,BUS,0,Varsity,ABSA,Baseball,,SR,3.045,NO,BUS,0,Varsity,ABSA,Baseball,,SR,3.07,NO,BUS,1,Varsity,ABSA,Baseball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NHS,WH,,,M,10/13/1999,18/FAL,NO,Graduated,0,NO,NO,FR,18-19,NE,YES,BUS,8/1/2018,5/1/2022,3.75,1,In State,0,0,1,1,0,0,0,0,0,3.07
316084,NO,UGND,3.783,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NHS,WH,,,F,4/20/1953,71/FAL,NO,Left,1,NO,NO,TR,,NE,,,,,,0,In State,0,0,0,0,0,0,1,0,0,3.783
319601,NO,SR,3.299,,BIOCM,0,,,,,SR,3.261,NO,BIOCM,0,,,,,SR,3.262,NO,BIOCM,0,,,,,SR,3.242,NO,BIOCM,0,,,,,SR,3.242,NO,BIOCM,0,,,,,SR,3.268,NO,BIOCM,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NHS,WH,,,M,4/11/1994,12/FAL,NO,Graduated,0,NO,NO,FR,12-13,NE,YES,BIOCM,,,,0,In State,0,0,0,0,0,0,0,0,0,3.268
340119,NO,SR,2.329,,MUS,0,,,,,SR,2.372,NO,MUS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NHS,BL,WH,,M,5/11/1995,16/SPR,NO,Graduated,0,NO,YES,TR,,NE,YES,MUS,,,,0,In State,0,0,0,0,0,0,0,0,0,2.372
359786,NO,FR,0,,UND,0,,,,,FR,2.26,NO,ELED,0,,,,,SO,2.507,NO,ELED,0,,,,,SO,2.927,NO,ELED,0,,,,,JR,2.825,NO,ELED,0,,,,,JR,3.112,NO,ELED,0,,,,,,,,,,,,,,,,,,,,,,,SR,3.16,NO,ELED,0,,,,,SR,3.183,NO,ELED,1,,,,,,,,,,,,,,,,,,,,,,NHS,WH,,,F,3/19/2001,19/FAL,NO,Graduated,0,NO,YES,FR,19-20,NE,YES,ELED,,,,0,In State,1,0,1,1,0,0,1,0,0,3.183
360022,NO,JR,3.63,,RST,0,,,,,SR,3.639,NO,RST,0,,,,,SR,3.679,NO,RST,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NHS,AN,WH,,F,7/22/1998,17/FAL,NO,Graduated,0,NO,NO,FR,17-18,NE,YES,RST,,,,0,In State,0,0,0,1,0,0,1,0,0,3.679
362806,NO,SR,2.461,,ENVST,0,,,,,SR,2.243,NO,ENVST,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NHS,WH,,,M,8/3/1996,14/FAL,NO,Left,1,NO,NO,FR,14-15,NE,,ENVST,,,,0,In State,0,0,0,0,0,0,0,0,0,2.243
367617,NO,JR,3.082,,BUS,0,,,,,JR,3.041,NO,BUS,0,,,,,SR,3.103,NO,BUS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NHS,WH,,,M,8/9/1998,17/FAL,NO,Graduated,0,NO,NO,FR,17-18,NE,YES,BUS,,,,0,In State,0,0,0,1,0,0,0,0,0,3.103
367658,NO,SR,2.575,,BUS,0,Varsity,ABSA,Baseball,,SR,2.412,NO,BUS,1,Varsity,ABSA,Baseball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NHS,WH,,,M,5/1/1997,16/FAL,NO,Graduated,0,NO,NO,TR,,NE,YES,BUS,8/1/2016,5/1/2020,3.75,1,In State,0,0,0,0,0,0,0,0,0,2.412
367875,NO,UGND,3.477,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NHS,WH,,,F,10/24/1996,15/FAL,NO,Graduated,0,NO,NO,FR,15-16,NE,YES,,,,,0,In State,0,0,0,0,0,0,1,0,0,3.477
367883,NO,SR,1.998,,CSI,0,Varsity,AFBA,Football,,SR,2.026,NO,CSI,0,Varsity,AFBA,Football,,,,,,,,,,,SR,1.903,NO,CSI,0,Varsity,AFBA,Football,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SR,2.105,NO,CSI,0,Varsity,AFBA,Football,,SR,2.188,NO,CSI,1,Varsity,AFBA,Football,,,,,,,,,,,,,,,,,,,,,,,,,,,,NHS,WH,,,M,11/29/1996,15/FAL,NO,Graduated,0,NO,NO,FR,15-16,NE,YES,CSI,8/1/2015,5/1/2019,3.75,1,In State,0,0,0,0,0,0,0,0,1,2.188
368900,NO,SO,2.547,,BUS,0,Member,AWRE,M Wrestling,,JR,2.51,NO,BUS,0,Member,AWRE,M Wrestling,,JR,2.508,NO,BUS,0,Member,AWRE,M Wrestling,,SR,2.561,NO,BUS,0,Member,AWRE,M Wrestling,,SR,2.706,NO,BUS,1,Member,AWRE,M Wrestling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NHS,WH,,,M,5/5/1997,15/FAL,NO,Graduated,0,NO,YES,FR,15-16,NE,YES,BUS,8/1/2018,12/1/2021,3.34,1,In State,0,0,1,1,0,0,0,0,0,2.706
